id,name,lname_prob,fname_prob,total_prob,link,total_receipts,total_disbursements
H8UT03089,"CHAFFETZ, JASON",0.9321428571428572,1,1,0.9660714285714286,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03089&tabIndex=1,$777,245.06,$499,013.18
P60017316,"CHAN, CURE",1,0.8833333333333334,0.8833333333333334,0.9416666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017316&tabIndex=1,,
H6FL18113,"CHANE, JONATHAN",0.9666666666666667,1,1,0.9833333333333334,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL18113&tabIndex=1,$404,749.50,$117,118.90
P60017746,"CHAPPELL, CHRISTOPHER A",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017746&tabIndex=1,,
H6MO01253,"CHAPPELLE-NADAL, MARIA",0.92,1,1,0.96,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MO01253&tabIndex=1,$28,425.32,$3,239.08
P60004561,"CHARLES, JOSEPH",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60004561&tabIndex=1,,
H4AZ07035,"CHAVEZ, CESAR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4AZ07035&tabIndex=1,,
S6CA00626,"CHAVEZ, ROCKY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00626&tabIndex=1,$93,697.00,$84,169.00
P60018207,"CHEESE, FOOT",1,0.9249999999999999,0.9249999999999999,0.9624999999999999,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018207&tabIndex=1,,
P20002580,"CHEHADE, PAUL",0.91,1,1,0.9550000000000001,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20002580&tabIndex=1,,
H6IA02153,"CHELGREN, ERIC MARK",0.9583333333333334,1,1,0.9791666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IA02153&tabIndex=1,,
P60008034,"CHEN, JAMES JYHYENN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008034&tabIndex=1,,
H6WY00159,"CHENEY, ELIZABETH",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6WY00159&tabIndex=1,,
H6MD06188,"CHENG, XIANGFEI ""SCOTT""",1,0.875,0.875,0.9375,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MD06188&tabIndex=1,,
P60010618,"CHENYWORTH, TONEY EVERETT",0.9377777777777778,1,1,0.9688888888888889,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010618&tabIndex=1,,
H4SC01271,"CHERNY, DIMITRI",1,0.8821428571428571,0.8821428571428571,0.9410714285714286,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4SC01271&tabIndex=1,,
P60006996,"CHESTER, JOHN CHAPMAN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60006996&tabIndex=1,,
P60012705,"CHICKEN, FROSTY",0.9428571428571428,0.8888888888888888,0.8888888888888888,0.9158730158730158,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012705&tabIndex=1,,
H6NY13139,"CHICON, MARTIN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY13139&tabIndex=1,,
P60015443,"CHILDS, STEVEN LEE MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015443&tabIndex=1,,
P60013778,"CHILDS-O'DOWD, LOUIS ANTHONY MR,",0.8923076923076924,1,1,0.9461538461538461,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013778&tabIndex=1,,
P60010998,"CHIMA, JASON",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010998&tabIndex=1,,
H2NJ07168,"CHOI, JUN",1,0.9416666666666667,0.9416666666666667,0.9708333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ07168&tabIndex=1,$1,000.00,$7,350.00
P60013430,"CHOLLETT, RICKY LEE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013430&tabIndex=1,,
P60010394,"CHOWDER, SOHAN MR.",0.9571428571428572,0.94,0.94,0.9485714285714286,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010394&tabIndex=1,,
P60018884,"CHRIS D ROCKMAN, JESUS IRON MAN MR. JR.",0.8933333333333334,1,1,0.9466666666666668,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018884&tabIndex=1,,
P60017159,"CHRIST, JESUS",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017159&tabIndex=1,,
P60005501,"CHRISTENSEN, DALE H",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005501&tabIndex=1,$9,603.44,$12,228.47
H6MO04224,"CHRISTENSEN, GORDON DR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MO04224&tabIndex=1,$35,795.00,$28,904.60
H6WY00142,"CHRISTENSEN, LELAND G",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6WY00142&tabIndex=1,,
P60008521,"CHRISTIE, CHRISTOPHER J",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008521&tabIndex=1,$7,159,328.74,$6,033,170.65
H4MD04113,"CHRISTOPHER, WARREN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MD04113&tabIndex=1,$188,775.26,$107,965.13
P60013109,"CHROBOCINSKI, TYLER JAMES",0.9333333333333333,1,1,0.9666666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013109&tabIndex=1,,
H0CA32101,"CHU, JUDY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA32101&tabIndex=1,$541,893.04,$350,207.39
P60012697,"CHUNG, ANDREW HEARTDOC",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012697&tabIndex=1,,
H0RI01073,"CICILLINE, DAVID N",0.9047619047619048,1,1,0.9523809523809523,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0RI01073&tabIndex=1,$708,232.80,$282,978.79
P60006145,"CINCOTTA, CHRISTOPHER JOHN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60006145&tabIndex=1,,
P60010121,"CINELLO, JOSEPH VINCENT MR.",0.9428571428571428,1,1,0.9714285714285714,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010121&tabIndex=1,,
H2NJ05261,"CINO, MICHAEL J.",0.9533333333333333,1,1,0.9766666666666666,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ05261&tabIndex=1,,
P60005030,"CINTRON, DORIS",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005030&tabIndex=1,,
P60008331,"CIOTTI, ANTHONY MR. III",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008331&tabIndex=1,,
P60005154,"CLARK, BRITTANY LAUREN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005154&tabIndex=1,,
P60015252,"CLARK, JAYDEN MICHAEL MR",1,0.9611111111111111,0.9611111111111111,0.9805555555555556,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015252&tabIndex=1,,
H4MA05084,"CLARK, KATHERINE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MA05084&tabIndex=1,$674,186.97,$359,026.82
P60019023,"CLARK, KYLE RYAN MR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019023&tabIndex=1,,
S6AZ00134,"CLARK, LEONARD A",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AZ00134&tabIndex=1,,
H6TX31045,"CLARK, MIKE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX31045&tabIndex=1,$3,920.00,$3,339.24
P60016904,"CLARK, SANTA ROY ALLEN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016904&tabIndex=1,,
P60014388,"CLARK, WILLIAM",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014388&tabIndex=1,,
H6NY03213,"CLARKE, JONATHAN CHARLES ESQ",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY03213&tabIndex=1,,
H4NY11138,"CLARKE, YVETTE D",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY11138&tabIndex=1,$228,754.36,$274,618.87
P60012721,"CLARKSON, JEREMY CHARLES ROBERT PRESID",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012721&tabIndex=1,,
H4FL19074,"CLAWSON, CURTIS J",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4FL19074&tabIndex=1,$343,923.68,$172,413.26
H0MO01066,"CLAY, WILLIAM LACY JR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO01066&tabIndex=1,$295,331.03,$189,134.07
P60011707,"CLAYTON, MICHAEL EUGENE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011707&tabIndex=1,,
H4MO05234,"CLEAVER, EMANUEL II",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MO05234&tabIndex=1,$442,241.31,$322,455.78
H6CA03117,"CLEEK, N EUGENE MD",1,0.8500000000000001,0.8500000000000001,0.925,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA03117&tabIndex=1,$317,214.25,$70,614.73
H6UT01137,"CLEMENS, PETER C",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6UT01137&tabIndex=1,,
H4MI06105,"CLEMENTS, PAUL COLIN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MI06105&tabIndex=1,$276,112.84,$46,756.28
S4LA00149,"CLEMENTS, THOMAS PATRICK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4LA00149&tabIndex=1,,$271.00
H6MS01271,"CLEVER, PAUL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS01271&tabIndex=1,,
P60012333,"CLINTON, BILL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012333&tabIndex=1,,
P00003392,"CLINTON, HILLARY RODHAM",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P00003392&tabIndex=1,$115,563,928.67,$77,586,281.06
H2SC02042,"CLYBURN, JAMES E.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2SC02042&tabIndex=1,$1,006,733.58,$1,021,662.70
H4KY06148,"COBLENZ, MICHAEL",0.975,1,1,0.9875,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4KY06148&tabIndex=1,,
P60009289,"COBURN, DAVIN",1,0.9666666666666667,0.9666666666666667,0.9833333333333334,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009289&tabIndex=1,,
P60014503,"COBURN, TANNER L",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014503&tabIndex=1,,
P60013091,"COCO, AUSTIN BASIL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013091&tabIndex=1,,
P60015120,"COFER, DANE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015120&tabIndex=1,,
P60015146,"COFER, DANE T. S.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015146&tabIndex=1,,
P60015138,"COFER, DANE TAYLOR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015138&tabIndex=1,,
H8CO06138,"COFFMAN, MIKE REP.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CO06138&tabIndex=1,$1,420,680.92,$372,155.53
H6CA17141,"COHEN, RONALD H",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA17141&tabIndex=1,,
H6TN09068,"COHEN, STEPHEN IRA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TN09068&tabIndex=1,$227,639.90,$100,067.97
H6NC02130,"COKER, ADAM WARD",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NC02130&tabIndex=1,,
P60004785,"COLE, BRIAN ARI DR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60004785&tabIndex=1,,
P60009784,"COLE, JOHN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009784&tabIndex=1,,
H2TX36134,"COLE, MICHAEL K",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX36134&tabIndex=1,$20,490.00,$20,187.55
H6TX14124,"COLE, MICHAEL KENNETH MR JR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX14124&tabIndex=1,$20,490.00,$20,187.55
P60005451,"COLE, SCOTT MICHAEL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005451&tabIndex=1,,
H2OK04055,"COLE, TOM",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OK04055&tabIndex=1,$810,510.73,$281,919.86
H4NJ12149,"COLEMAN, BONNIE WATSON",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NJ12149&tabIndex=1,$434,716.05,$322,534.56
S0AR00036,"COLEMAN, CURTIS",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0AR00036&tabIndex=1,,$3.00
P60015559,"COLEMAN, KEVIN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015559&tabIndex=1,,
H6IN02155,"COLEMAN, LYNN CARNELL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IN02155&tabIndex=1,$55,029.16,$500.00
P60010469,"COLEMAN, O'BRIAN MCNEIL",1,0.9047619047619048,0.9047619047619048,0.9523809523809523,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010469&tabIndex=1,,
P60012986,"COLEMAN, RONALD W",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012986&tabIndex=1,,
H8NY29032,"COLLINS, CHRISTOPHER C",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY29032&tabIndex=1,$523,699.08,$192,386.47
H2GA09150,"COLLINS, DOUGLAS ALLEN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GA09150&tabIndex=1,$451,975.75,$345,119.93
H2IL01141,"COLLINS, FREDERICK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL01141&tabIndex=1,$20,000.00,$20,000.00
P60008133,"COLLINS, JAMES CASEY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008133&tabIndex=1,,
H6MS01164,"COLLINS, NANCY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS01164&tabIndex=1,$247,121.35,$247,121.35
H6KY01110,"COMER, JAMES",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6KY01110&tabIndex=1,$214,525.24,$8,783.83
P60014396,"COMLEY, STEPHEN BRADLEY SR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014396&tabIndex=1,,
H4VA10089,"COMSTOCK, BARBARA J HONORABLE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4VA10089&tabIndex=1,$1,917,138.04,$547,423.37
H4TX19136,"CONAWAY, MICHAEL HONORABLE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX19136&tabIndex=1,$919,847.59,$738,251.57
H2OH02077,"CONDIT, JR., JIM",1,0.75,0.75,0.875,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OH02077&tabIndex=1,,
H4CA42060,"CONDLEY, KERRI",0.9666666666666667,1,1,0.9833333333333334,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA42060&tabIndex=1,$55,821.28,$14,503.21
P60005295,"CONGER, AMY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005295&tabIndex=1,,
H8VA11062,"CONNOLLY, GERALD EDWARD",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA11062&tabIndex=1,$952,291.65,$382,229.49
H4PA17141,"CONNOLLY, MATT",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4PA17141&tabIndex=1,$1,400.00,
S6OH00262,"CONNORS, THOMAS WILLIAM",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OH00262&tabIndex=1,$820.00,$670.00
P60016813,"CONRAD",0,0,0,0,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016813&tabIndex=1,,
H6CA41174,"CONTRERAS, LOUIE A",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA41174&tabIndex=1,,
H6MI01028,"CONYERS, JOHN JR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MI01028&tabIndex=1,$282,048.73,$253,696.35
H6OH08273,"COOGAN, ROBERT",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OH08273&tabIndex=1,,
P60014545,"COOK, ERIC THOMAS",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014545&tabIndex=1,,
H2CA08164,"COOK, PAUL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA08164&tabIndex=1,$492,402.11,$119,633.19
H6NY13113,"COOK, SUZAN JOHNSON",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY13113&tabIndex=1,$125,080.40,$56,143.65
P60015807,"COOK, TIMOTHY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015807&tabIndex=1,,
H6NJ07144,"COOK, YORK",1,0.8666666666666667,0.8666666666666667,0.9333333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NJ07144&tabIndex=1,$6,415.00,$28.75
H6NC01090,"COOKE, C. L.",1,0.6499999999999999,0.6499999999999999,0.825,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NC01090&tabIndex=1,,
P60011970,"COOKIES, 'MURICAN",0.9714285714285714,0.8333333333333334,0.8333333333333334,0.9023809523809524,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011970&tabIndex=1,,
P60014586,"COOPER, DERRICK WADELL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014586&tabIndex=1,,
H2TN05131,"COOPER, JAMES H S",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TN05131&tabIndex=1,$254,382.31,$218,777.46
P60013463,"COOPER, LUKE ROBERT THOMAS",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013463&tabIndex=1,,
P60014289,"COOPER, MATTHEW JAMES",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014289&tabIndex=1,,
H6CT05157,"COPE, CLAY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CT05157&tabIndex=1,,
P60007457,"COPELAND, ARLON SCOTT",1,0.9466666666666665,0.9466666666666665,0.9733333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007457&tabIndex=1,,
P60018488,"COPEN, KAREN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018488&tabIndex=1,,
P60008018,"CORDOVER, ALEXANDER MR.",0.9333333333333333,1,1,0.9666666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008018&tabIndex=1,,
H6KY03181,"CORLEY, EVERETT",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6KY03181&tabIndex=1,,
H6TX19115,"CORLEY, JASON ERIC MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX19115&tabIndex=1,,
H6TX31037,"CORNELIUS, BOB",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX31037&tabIndex=1,,
P60008125,"CORNELL, PHILIP MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008125&tabIndex=1,,
P60009164,"CORNERSTONE, DAVID REED",0.9343434343434344,1,1,0.9671717171717171,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009164&tabIndex=1,,
H6TX03176,"CORNETTE, DAVID WILLIAMS MR JR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX03176&tabIndex=1,,
H6CA46116,"CORREA, JOSE LUIS (LOU) MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA46116&tabIndex=1,$296,221.74,$44,389.53
P60016391,"CORRY, MATTHEW",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016391&tabIndex=1,,
H4CA20082,"COSTA, JIM MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA20082&tabIndex=1,$765,723.75,$252,135.59
H6FL06183,"COSTELLO, FREDRICK WILLIAM",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL06183&tabIndex=1,,
P60017571,"COSTELLO, LAGOON THE DOLPHIN MR.",1,0.9111111111111112,0.9111111111111112,0.9555555555555556,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017571&tabIndex=1,,
P60008489,"COSTELLO, REGIS J",1,0.8933333333333334,0.8933333333333334,0.9466666666666668,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008489&tabIndex=1,$7,837.13,$7,549.13
H0PA06076,"COSTELLO, RYAN A",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA06076&tabIndex=1,$1,102,699.31,$363,366.47
P60016086,"COULTER, AUSTIN ALLEN MCEWAN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016086&tabIndex=1,,
H6ID01243,"COUNSIL, GORDON JOE",0.9428571428571428,1,1,0.9714285714285714,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6ID01243&tabIndex=1,,
H2CT02112,"COURTNEY, JOSEPH D",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CT02112&tabIndex=1,$533,932.83,$272,185.23
P60018421,"COURTOIS, DAKOTA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018421&tabIndex=1,,
P60009222,"COVINGTON, STEVEN WAYNE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009222&tabIndex=1,,
P60014008,"COWSER, MICHAEL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014008&tabIndex=1,,
P60012291,"COX, AUSTIN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012291&tabIndex=1,,
P60016664,"COXWELL, KIRSTEN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016664&tabIndex=1,,
P60009511,"COYNE PHD, THOMAS JOSEPH",0.9111111111111111,1,1,0.9555555555555555,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009511&tabIndex=1,,
S4GA11202,"COYNE, JOHN FRANCIS III",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4GA11202&tabIndex=1,,
H0TX06065,"COZAD, DAVID EDWIN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX06065&tabIndex=1,$3,225.23,$3,125.76
H6FL09146,"CRABTREE, VALLERI",1,0.9547619047619047,0.9547619047619047,0.9773809523809524,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL09146&tabIndex=1,$27,824.61,$27,769.84
